红楼梦原文,English Translation
因一 沉思 ， 计上心来 ， 故作 失手 ， 将 那 一盏 油汪汪 的 蜡烛 ， 向宝玉 脸上 只 一 推 ； 只 听宝玉 “ 暧哟 ” 的 一声 ， 满 屋里人 都 唬 了 一 跳 。,"A moment 's reflection suggested the means . He had only to feign a slight clumsiness of the hand and it was done . The candle , brimming with molten wax , toppled straight on to Bao-yu 's face . There was a piercing cry , which made everyone else in the room jump ."
连忙 将 地下 的 绰灯 移过来 一 照 ， 只见 宝玉 满脸 是 油 。,Quickly they brought standard lamps up from the floor below . By their light Bao-yu 's face was seen to be covered all over in wax .
王夫人 又 气 又 急 ， 忙 命 人 替 宝玉 擦洗 ， 一面 骂 贾环 。,"Torn between anguish for him and anger with Jia Huan , Lady Wang urged the servants to remove it as quickly as possible , while alternately berating the other boy for his carelessness ."
凤姐 三步 两步 上 炕去 替 宝玉 收拾 着 ， 一面 说 ： “ 这 老三 还是 这么 ‘ 毛 脚 鸡 ’ 似的 。 我 说 你 上 不得 台盘 ！ — — 赵姨娘 平时 也 该 教导 教导 他 ！ ”,"Xi-feng scrambled up on to the kang to help the servants , grumbling at Jia Huan as she did so : ' Huan , you are the most cack-handed creature I have ever met ! You are simply not fit for decent company . I do not know why Aunt Zhao hasn ' t taught you better . '"
一句 话 提醒 了 王夫人 ， 遂 叫 过 赵姨娘 来 ， 骂 道 ： “ 养出 这样 黑心 种子 来 ， 也 不 教训 教训 ！,"Her words reminded Lady Wang that she had been abusing a Master in front of the servants . She ceased rebuking Jia Huan at once and , summoning Aunt Zhao , directed all her wrath upon that luckless concubine : ' This is a fine son you bore us , I must say ! He is a black-hearted little monster ! You might at least try to teach him better . But no ."
几番 几次 我 都 不 理论 ， 你们 一发 得 了意 了 ！ 一发 上来 了 ！ ”,"Time and again I have overlooked this sort of thing , but instead of feeling sorry , you glory in it . You think that when I do nothing , you have got the better of me . '"
那 赵姨娘 只得 忍气吞声 ， 也 上去 帮 着 他们 替 宝玉 收拾 。,Aunt Zhao was obliged to swallow her anger and endure these taunts in silence .
只见 宝玉 左边 脸上 起 了 一溜 燎泡 ， 幸而 没伤 眼睛 。,She climbed up onto the kang and made a show of helping the others with the injured boy .
王夫人 看 了 ， 又 心疼 ， 又 怕 贾母问 时 难以 回答 ， 急 的 又 把 赵姨娘 骂 一顿 ； 又 安慰 了 宝玉 ； 一面 取 了 “ 败毒 散 ” 来 敷上 。,"She looked at his face . The whole left side of it was badly blistered . It was a wonder that the eye had not been damaged . When Lady Wang saw it , she was both full of anguish for her son and at the same time , when she thought of the questioning to which she would inevitably be subjected by Grandmother Jia and wondered what she would say , terrified on her own account . To relieve her fear she turned once more on Aunt Zhao . Then , after tonguelashing the concubine , she comforted her beloved son and applied Antiphlogistic Ointment to the blistered part of his face ."
宝玉 说 ： “ 有些 疼 ， 还 不妨 事 。,"' It does hurt a bit , ' said Bao-yu when she asked him , but nothing very terrible ."
明日 老太太 问 ， 只说 我 自己 烫 的 就是 了 。 ”,"When Grandma asks about it , we had better tell her that I did it . '"
凤姐 道 ： “ 就 说 自己 烫 的 ， 也 要 骂人 不 小心 ， 横竖 有 一场 气生 。 ”,"' She will blame the rest of us for not looking after you properly , even if you say you did it yourself , ' said Xi-feng . ' There will be a row , whatever you say . '"
王夫人 命人 好生 送 了 宝玉 回房 去 。,Lady Wang told them to see him back to his room .
袭 人 等 见 了 ， 都 慌 的 了不得 。,It was a great shock to Aroma and the other maids when they saw him .
那黛玉 见 宝玉 出 了 一天 的 门 ， 便 闷闷 的 ， 晚间 打发 人 来 问 了 两三遍 ， 知道 烫 了 ， 便 亲自 赶过来 ， 只 瞧见 宝玉 自己 拿 镜子 照 呢 。,"Dai-yu had had a dull time of it with Bao-yu away all day , and in the course of the evening sent several times round to his room to inquire whether he was back yet . It was in this way that she heard about his scalding . She hurried round immediately to see for herself how he was . She found him with a mirror in his hand , examining the extent of the damage ."
左边 脸上 满满的 敷 了 一脸 药 。 黛玉 只当 十分 烫 的 利害 ， 忙 近前 瞧瞧 ， 宝玉 却 把 脸 遮 了 ， 摇手 叫 他 出去 ： 知 他 素性 好洁 ， 故 不肯 叫 他 瞧 。,"The entire left side of his face was thickly plastered with ointment , from which she deduced that the injury must be a serious one . But when she approached him to look closer , he averted his head and waved her away . He knew how squeamish she was , and feared that the sight of it would upset her ."
黛玉 也 就 罢了 ， 但 问 他 ： “ 疼 的 怎样 ？ ”,Dai-yu for her part was sufficiently aware of her own weakness not to insist on looking . She merely asked him ' whether it hurt very badly ' .
宝玉 道 ： “ 也 不 很 疼 。 养 一两日 就 好 了 。 ”,"' Not so bad as all that , ' said Bao-yu . ' A couple of days and it will probably be all right again . '"
黛玉 坐 了 一会 回去 了 。,Dai-yu sat with him a little longer and then went back to her room .
次日 ， 宝玉 见 了 贾母 ， 虽 自己 承认 自己 烫 的 ， 贾母 免不得 又 把 跟从 的 人 骂 了 一顿 。,"Next day Bao-yu had to see Grandmother Jia . Although he told her that he had burned himself through his own carelessness , the old lady , as had been predicted , berated his attendants for having allowed the accident to happen ."
过 了 一日 ， 有 宝玉 寄名 的 干娘 马道婆 到 府 里 来 ， 见 了 宝玉 ， 唬 了 一大跳 ， 问 其 缘由 ， 说 是 烫 的 ， 便 点头 叹息 ， 一面 向宝玉 脸上 用 指头 画 了 几画 ， 口 内 嘟嘟 嚷嚷 的 ， 又 咒诵 了 一回 ， 说道 ： “ 包管 好 了 。 这 不过 是 一时 飞灾 。 ”,"Another day went by , and Bao-yu 's godmother , old Mother Ma , called round . Mother Ma was a Wise Woman . Her special relationship with Bao-yu had been arranged in his infancy to ensure him the protection of her powers . She was shocked by her godson 's appearance and , on being informed of the cause , shook her head and tutted sympathetically . She made a few signs over his face with her fingers , muttering some gibberish as she did so , after which she assured them that he would soon be better : the malignant aura that had caused the accident was of a transitory , impermanent nature ."
又 向 贾母 道 ： “ 老祖宗 ， 老 菩萨 ， 那里 知道 那 佛经 上说 的 利害 ！,"She turned to Grandmother Jia : ' Bless you , my lucky lady ! Bless you dearie ! You do not know a half of the unseen harms and dangers the Scripture tells us of ."
大凡 王公 卿相 人家 的 子弟 ， 只 一 生长 下来 ， 暗里 就 有 多少 促狭 鬼 跟着 他 ， 得空儿 就 拧 他 一下 ， 或 掐 他 一下 ， 或 吃饭 时 打下 他 的 饭碗 来 ， 或 走 着 推 他 一跤 ， 所以 往往 的 那些 大家 子孙 多 有 长不大 的 。 ”,All the sons of princes and great folks the moment they begin to grow up are followed round everywhere they go by troops of invisible little imps - spiteful little creatures who nip them and pinch them whenever they can . Sometimes they knock the ricebowl from their hands when they are eating . Sometimes they push them over when they are walking . It is on account of these creatures that so many young gentlemen of good family do not live to make old bones . '
贾母 听 如此 说 ， 便 问 ： “ 这 有 什么 法儿 解救 没有 呢 ？ ”,Grandmother Jia was anxious to know if the afflicted person could be freed from these unwelcome attentions .
马道婆 便 说道 ： “ 这个 容易 ， 只是 替 他 多 做 些 因果 善事 ， 也 就 罢了 。,"' Easily , ' said Mother Ma. ' By doing good works . Giving a bit more to charity on the young person 's behalf ."
再 那 经 上 还 说 ： 西方 有位 大 光明 普照 菩萨 ， 专管 照耀 阴暗 邪祟 ， 若 有 善男信女 虔心 供奉 者 ， 可以 永保 儿孙 康宁 ， 再 无 撞客 邪祟 之灾 。 ”,"There is another way , though . According to what the Scripture says , there is a Bodhisattva of Universal Light living in the Paradise of the West who spends his time lighting up the dark places where these evil spirits lurk , and if any believer , male or female , will make offerings to that Bodhisattva in a proper spirit of devoutness , he will grant their children and grandchildren his holy peace and protect them from possession by devils and from the powers of darkness . '"
贾母 道 ： “ 倒 不知 怎么 供奉 这位 菩萨 ？ ”,' What sort of offerings do you make to this Bodhisattva ? ' Grandmother Jia asked her .
马道婆 说 ： “ 也 不值 什么 ， 不过 除 香烛 供奉 以外 ， 一天 多 添 几斤 香油 ， 点 个 大海 灯 。,"' Nothing very special . Apart from the usual incense offerings , we take a few pounds of sesame oil each day and make what we call a "" sea of light "" by burning wicks in it ."
那 海灯 就是 菩萨 现身 的 法象 ， 昼夜不息 的 。 ”,We believe that this sea of light is the trans-substantial body of the Bodhisattva . It has to be kept burning night and day and never allowed to go out . '
贾母 道 ： “ 一天 一夜 也 得 多少 油 ？ 我 也 做 个 好事 。 ”,' How much oil does it take to keep it burning for one whole day and night ? ' said Grandmother Jia . ' I should like to do this for the boy .
马道婆 说 ： “ 这 也 不拘 多少 ， 随 施主 愿心 。,"' There is no fixed amount , ' said Mother Ma. ' We leave it to our clients to decide how much they want to give ."
象 我 家里 就 有 好几处 的 王妃 诰命 供奉 的 ： 南安 郡王府 里 太妃 ， 他 许 的 愿心 大 ， 一天 是 四十八斤 油 ， 一斤 灯草 ， 那 海灯 也 只 比 缸 略 小 些 ； 锦乡 侯 的 诰命 次一等 ， 一天 不过 二十斤 油 ； 再有 几家 ， 或 十斤 、 八斤 、 三斤 、 五斤 的 不等 ， 也 少不得 要 替 他 点 。 ”,"There are several members of the aristocracy among those I do this service for . Let's see . . . There is the Prince of Nan-an 's lady . She is my biggest subscriber . Her subscription is for forty-eight pounds of oil and a pound of lampwicks a day . Her sea of light is pretty nearly as big as a cistern . Then there is the Marquis of Jin-xiang 's lady : twenty pounds of oil a day . Oh , and there is some pays for ten pounds a day , some for eight pounds , three pounds , five pounds - all sorts . All of them I keep their seas of light burning for them , back at my house . '"
贾母 点头 思忖 。,Grandmother Jia nodded thoughtfully .
马道婆 道 ： “ 还有 一件 ， 若是 为 父母 尊长 的 ， 多 舍 些 不妨 ； 既 是 老祖宗 为 宝玉 ， 若 舍多 了 ， 怕 哥儿 担不起 ， 反折 了 福气 了 。,"' One thing I should mention , said Mother Ma ( observing the thoughtfulness ) : ' if the offering is for an older person - a mother or father , say - it does not matter how much you subscribe ; but if it is an older person making it for a younger one , like as it may be Your Ladyship for Bao-yu , you do not want to subscribe too much , or it would overload his luck and have the opposite effect ."
